Event Name,10000x1000,10000x500,10000x2000,50000x500,50000x1000,50000x2000
L2_RQSTS:RFO_MISS,"237959176,90524471,387583,150123,89805,44233242,435550899,534782659","132444,67326,65727819,50895411,44173022,95871039,406579822,56294","1082160,397631,281749,44363299,180771,149334,931407493,634962476","572512,349988,279975,44397752,44328507,439939206,147559844,367960116","1601833,816255,1187080627,471946,516979,921486855,585006527,89176246","3615617,1586787,1192777,897651,819042,180016343,414251255,267930952"
L2_RQSTS:ALL_CODE_RD,"19469,12713,41002,34885,21835,23672,22081,15862","20108,15350,13588,11427,13887,5004,12698,11564","100798,78929,46507,53011,43795,27272,31307,39423","88106,58096,47933,37480,31259,17672,56806,38511","204777,150995,96427,90084,75618,63636,68136,100932","513956,376538,256529,237012,199204,134966,132538,130177"
L2_RQSTS:CODE_RD_HIT,"541,885,391,358,516,505,1606,1806","164,621,406,726,1690,954,1905,2253","227,337,366,609,488,1071,1655,5343","446,2216,654,1719,1425,1007,4383,4921","630,656,443,912,954,2354,6085,6777","1072,729,490,811,630,1899,1766,2025"
L2_RQSTS:CODE_RD_MISS,"21070,11646,42734,34288,23245,20593,19907,20467","19531,14457,11682,10632,11220,4317,10179,9653","104962,77273,46075,52764,42527,27054,29151,38114","86860,46219,51073,33175,32980,14309,32750,16805","205711,151338,95344,85739,67748,54079,47095,83218","530081,375334,214270,247569,209983,122634,142214,127292"
L2_RQSTS:ALL_PF,"89333215,391989991,205989102,103177299,65099954,52042894,511418940,384297996","54235569,27472333,65607655,139220625,99653953,152551246,308732137,739123918","854520994,406458969,288059052,201356474,256554076,146594750,474854362,467421728","270834753,136357201,85857265,69108070,191373872,276106203,328236584,558935733","1050177091,521044991,316518156,261147909,271742560,217679716,612207300,491271928","4300572625,2051485367,1478525794,1014352488,834465158,739055411,657192324,868363765"
L2_RQSTS:PF_HIT,"84079688,156930718,176479858,90862694,59947280,48146168,354727255,435030047","47661838,25074242,15902856,12668291,98533745,6630145,344225558,282265574","769065434,358280142,255651632,183163777,150520987,230415152,468911875,592253610","237070426,124700159,79615691,63556781,96538672,177250420,177761036,638399667","905752981,464326798,292221531,240908173,238510894,210498565,995142624,164361542","3877437172,1793087968,1250953233,924354548,763286885,567660599,846606442,747719960"
L2_RQSTS:PF_MISS,"5456487,2022418,29548312,12144051,5261722,3932661,2236410,2151707","6494216,2414411,1565458,1233997,1103480,839205,946233,614194","84246676,47921721,32665513,18903811,17988987,6921261,7012003,7008876","33835157,11768177,7247215,5888684,5588201,4340144,5928661,5034051","144098988,57012671,24197230,19428480,33185735,9566303,9689901,9961401","421460372,256063061,183868576,90873446,71065152,50337946,33814720,33193467"
L2_RQSTS:ALL_DEMAND_REFERENCES,"1165882,635659,5232871,2461452,1438214,1224812,641521,623860","1862576,948559,599135,505639,437521,407046,287668,366432","13422810,7179341,4691051,4005272,3133454,1963231,2118145,2067103","9358072,4765592,2923899,2351790,2148973,2096344,1615981,1647298","23208551,11202722,7394806,5776884,5813783,3416094,3256431,3418432","63006178,31886996,21289885,17879076,15253670,10644981,10409968,9733697"
L2_RQSTS:ALL_DEMAND_MISS,"44301108,236333594,787825,308878,185141,181150,237863960,332632160","243518,123335,64621875,102510,80660,294495036,308613773,360371271","1630882,802117,44632283,406301,354987,318077574,645871370,223381296","1142804,648139,481014,254128281,344761,347922018,408249592,45580771","3310603,1505606,834004,806176,45044899,512446189,242239142,446277330","6281340,3471561,2497799,1720674,1545324,1007887,2124034008,410369722"
L2_RQSTS:REFERENCES,"134788075,462653555,211555395,105741234,66379780,53128780,210374551,390835279","56095335,28380615,62121273,14398523,11782974,245086808,442204973,454399944","866140111,413720913,292114370,205853492,259695659,373350133,435416320,327536711","280231442,141433136,89613903,114737789,104418215,440327458,434458657,587869228","1073403583,532469657,323374262,266490007,233301079,319588962,129451023,325888581","4365509164,2084649801,1499310258,1120764265,938764867,746215809,1984488154,521634900"
L2_RQSTS:MISS,"5674183,235584538,30373540,12569634,238321482,48246374,408971474,368308629","6732469,2496582,1672569,1337383,1312472,100783369,178464200,444783207","85564466,48713736,121280588,19332003,18203347,7147477,286279191,141540947","34987262,12355303,7784420,50341519,5949846,192855214,332989561,227877862","147286580,57770155,25133539,20234011,34259502,10153513,832419886,1257123821","428138894,258975144,186125264,92538018,72689743,34989148,367021777,552831978"
OFFCORE_RESPONSE_0:DMND_DATA_RD:ANY_RESPONSE,"285993962,460799830,465073,44301861,237971683,88299240,704279066,222777145","114705,101322811,65667183,88272168,176093467,312867713,627850803,356813082","632809,1383981460,263679,780026926,693051478,62911,916094897,897421069","637957,510870124,88422400,341087814,299060564,280035830,566492667,733806447","2055988,690704,1225912002,132645571,891551408,144617322,976877324,901529511","3035590,6862642969,4630959828,3512314616,2938426729,2137223936,197996559,2825219831"
OFFCORE_RESPONSE_0:DMND_RFO:ANY_RESPONSE,"237964091,119518,337108,363287713,282906758,271877810,618104166,590245559","132490,100295784,65905087,139682607,176547899,430609440,310325530,1245259229","763271,1394802663,916723950,693188891,650004636,733584528,140134582,1126050921","696295,510650845,44553771,88619533,88575431,531812641,610704874,133695500","1885172,942254,44789463,44859203,759861422,698032375,615543267,357038332","3939176,2084019,4635552416,3523423953,2910606633,2140659007,2261072933,862072"
OFFCORE_RESPONSE_0:DMND_CODE_RD:ANY_RESPONSE,"19676,13501,41090,362251187,282093147,44143376,540340065,538221762","19571,101030549,88251594,132381798,11209,334616040,488956126,1336129914","105466,77898,88302214,88299991,132404704,641365666,794865439,537408606","89738,44942,44171051,346621114,176549937,533127886,364974511,695221438","206000,1803080274,44219864,132483399,176563238,136755601,513566062,1196670006","516452,390387,230405,88494073,88446540,2135341333,116286,534678502"
OFFCORE_RESPONSE_0:PF_L2_DATA_RD:ANY_RESPONSE,"48401477,416787283,26042350,356992955,48488784,273584259,107323466,499645744","5537343,100018921,109906536,95554293,177225621,333479092,452177928,449107925","72204248,1389584084,961604024,104155611,694379571,594415761,278644307,1287310223","28907732,503197231,375459603,255936910,4050330,530551076,621670950,775768751","126398336,47944704,64747260,103093235,882282882,334965800,1094102728,992180789","361484823,270347188,159927479,76195354,189681432,440400910,260682697,299470990"
OFFCORE_RESPONSE_0:PF_L2_RFO:ANY_RESPONSE,"283736990,418325690,502928,357156667,282457429,273553436,477902138,495283992","201586,149690,44250795,44286291,88106892,253948143,636533230,665051436","1110197,680565,541937,788046345,650303239,318819884,909317844,490308378","938606,511827499,368246012,347870739,341916836,722453,557701874,750659478","2743757,1803034073,1171568715,1006419514,889430635,842905568,318067248,948393359","5906281,2923184,4634525112,134132954,133835629,409027472,372688835,494295604"
OFFCORE_RESPONSE_0:PF_L1D_AND_SW:ANY_RESPONSE,"866836,139016908,2787765,363804101,44774345,185385538,516774361,139692559","726409,271310,65803579,139989821,156395,378293512,274353088,45062340","11085787,1395954049,48103422,90603310,134891187,134937392,865788206,225745427","3688686,508896757,45457554,1163003,341826584,442710916,270184210,543517460","14434047,1803725122,1170377844,135438921,137568404,405098581,478204843,633338915","55174291,25898116,65460031,56005348,143730331,228468865,2332219024,586061275"
RUNTIME,"0.05414,0.03622,0.20712,0.11742,0.07808,0.06292,0.06292,0.08158","0.05744,0.03472,0.0258,0.02042,0.01834,0.01616,0.03208,0.0392","0.79712,0.4056,0.28624,0.2257,0.1831,0.12196,0.17994,0.20956","0.27934,0.15534,0.10916,0.0889,0.0734,0.07548,0.09298,0.1037","1.02606,0.55632,0.36862,0.29444,0.24436,0.24698,0.26674,0.257","3.95454,2.09952,1.40294,1.09016,0.88484,0.57236,0.80796,0.80656"
